mean,std,var,skew,kurtosis,rms,min,max,range,mad,p10,p25,p75,p90,iqr,zero_crossing_rate,energy,line_length,n_peaks,heart_rate_bpm,rr_mean,rr_std,rr_min,rr_max,rr_cv,rmssd,pnn50,r_amp_mean,r_amp_std,dominant_freq,total_power,band_0_5,band_5_15,band_15_40,spectral_entropy,wavelet_energy_ratio_L0,wavelet_energy_ratio_L1,wavelet_energy_ratio_L2,wavelet_energy_ratio_L3,wavelet_energy_ratio_L4,wavelet_energy_ratio_L5,label,source_file
-1.0855514018557087e-17,0.9999999999729046,0.9999999999458092,4.45849834817253,24.04636770029884,0.9999999999729046,-1.5313624095414766,7.673424440553623,9.204786850095099,0.5018457954341198,-0.6173683733154565,-0.5016701977616798,0.158775227594246,0.5195565599871423,0.6604454253559258,0.021666666666666667,0.9999999999458092,0.08072571399737323,13,78.0,0.7675925925925927,0.02606608937085045,0.7277777777777777,0.8194444444444444,0.03395823460053509,0.02473200918524302,0.09090909090909091,6.60866473743686,0.4613869911314223,5.625,0.984637919403823,0.14213678931486606,0.36370937019187327,0.3536891329110288,4.442939428958734,0.2159550115755688,0.22647988312718695,0.42491880927843134,0.12452186976786822,0.00804828431961817,7.614193132631907e-05,NSR,100m (0).mat
-2.1711028037114173e-17,0.9999999999712565,0.9999999999425131,4.531870816876952,25.07951766702986,0.9999999999712565,-1.5777138033627423,7.282085341663664,8.859799145026406,0.4977874176868598,-0.6279523776778905,-0.4965852640917178,0.1646321500050549,0.5117728629266756,0.6612174140967727,0.023055555555555555,0.9999999999425131,0.07771174491120583,12,72.0,0.8,0.03280302058304224,0.7472222222222222,0.85,0.04100377567754808,0.04346134936801766,0.2,6.8558748153012585,0.2213569073651499,5.625,1.004467628937022,0.14664992420082162,0.37597101668514593,0.3539849321482849,4.433267512800299,0.24395665742137937,0.26845598338832594,0.31290529170755255,0.1671617389488797,0.007449316249010726,7.101228485138661e-05,NSR,100m (1).mat
3.947459643111668e-18,0.9999999999733641,0.9999999999467282,4.329411919387883,22.44747043412425,0.9999999999733641,-1.5664330961691955,7.1131885245315924,8.679621620700788,0.5105303594090987,-0.6008209111790288,-0.4825993349264453,0.15070476070165995,0.534030966452393,0.6333040956281053,0.023333333333333334,0.9999999999467282,0.08481068162628094,14,84.0,0.7288461538461539,0.025447991334973344,0.6861111111111111,0.7888888888888889,0.03491544980482877,0.024728463631617837,0.08333333333333333,6.413562331604602,0.4561142685947158,5.625,1.0934561230299467,0.13603607218407546,0.4009534073169044,0.4173816901399488,4.45594936795256,0.2329324231373379,0.23115160843208857,0.36712204822544037,0.16042006879555568,0.008296448749813291,7.74026597639265e-05,NSR,100m (2).mat
-5.921189464667502e-18,0.9999999999735312,0.9999999999470625,4.424429995105687,22.990749421665544,0.9999999999735312,-1.4884264796850089,6.899823941445398,8.388250421130406,0.4920807759074416,-0.5749819611304683,-0.45421384260174796,0.11327066835915454,0.5241787005846251,0.5674845109609025,0.026944444444444444,0.9999999999470625,0.08385358334444011,14,84.0,0.7495726495726495,0.02533831283172386,0.6972222222222222,0.7944444444444444,0.033803678419118154,0.02451956051271364,0.0,6.499754931315285,0.27367434909323063,5.625,0.9766592589736736,0.1309716446437992,0.34850780329042597,0.37598876718376223,4.470856359195518,0.20840592595970867,0.2426684853693165,0.33908589220579927,0.20158112759953836,0.008182413500967827,7.615536466914868e-05,NSR,100m (3).mat
-7.894919286223335e-18,0.9999999999732431,0.9999999999464861,4.490055399916007,24.57511041804639,0.9999999999732431,-1.473143655266268,8.338183545835545,9.811327201101813,0.5009854903767007,-0.625483051940762,-0.4635828355440663,0.13850982110224894,0.520985356895276,0.6020926566463153,0.024166666666666666,0.9999999999464861,0.07931220560195952,8,48.0,1.2011904761904761,0.37049426310293854,0.75,1.5583333333333333,0.30843922769809656,0.5299516632977943,0.5,6.796820282306282,0.8141700900663636,5.625,1.0855584578953013,0.15226840305818243,0.4235334619640146,0.3654120589525463,4.388217263893469,0.24671081708446196,0.3005074017234838,0.29797380275916296,0.1479583237290741,0.006785681043136478,6.397366068046585e-05,NSR,100m (4).mat
-3.454027187722709e-18,0.9999999999728882,0.9999999999457765,4.343368288089852,23.04517417372346,0.9999999999728882,-1.5283934285955976,7.882931674139939,9.411325102735535,0.507653936652515,-0.6505687354581066,-0.5205512384411366,0.1464186509268859,0.5208594497111065,0.6669698893680225,0.024444444444444446,0.9999999999457765,0.0775811523912934,13,78.0,0.7888888888888891,0.02627901101170071,0.75,0.8388888888888889,0.03331142236697233,0.029289663698155822,0.09090909090909091,6.4527040185919295,0.5320552925905948,5.625,0.9641062841567203,0.15105013649256596,0.3686538672327895,0.3210163532117277,4.385396191269744,0.27547041402995726,0.2546941295775853,0.323992667471033,0.13727092327108506,0.008507486501749059,6.437914859004149e-05,NSR,100m (5).mat
-4.440892098500626e-18,0.9999999999728638,0.9999999999457277,4.621056407323133,24.85784875119735,0.9999999999728638,-1.330003402708431,7.588312386086211,8.918315788794642,0.47954683776284457,-0.5745540047755775,-0.444312893655793,0.09937053431796354,0.48389651343806706,0.5436834279737566,0.025555555555555557,0.9999999999457277,0.0788762520158043,12,72.0,0.825,0.20550094824754392,0.7,1.4638888888888888,0.24909205817994168,0.3203308956626716,0.3,6.66137616148431,0.46380250552508273,5.625,0.9020227288707504,0.15268417524918584,0.34835730734343645,0.2825370990770197,4.378045037570484,0.2527011784470473,0.2442958850914813,0.3475746089054757,0.14823871339897227,0.007123201080896263,6.641307612698066e-05,NSR,100m (6).mat
-1.2335811384723961e-17,0.9999999999708321,0.9999999999416643,4.45248071207226,24.012137866712827,0.9999999999708321,-1.6096979760806163,7.439565211450937,9.049263187531553,0.49353068786270804,-0.5718394907199523,-0.44372125389123657,0.1270696873466478,0.5295713173600564,0.5707909412378844,0.020833333333333332,0.9999999999416643,0.08154660699942307,13,78.0,0.7944444444444444,0.022251138593885028,0.7666666666666667,0.8444444444444444,0.028008426166837682,0.03001122124595065,0.09090909090909091,6.625791005408161,0.38305545616742626,5.625,0.8972975859494937,0.11012087235803288,0.3244451982119554,0.34879036452650086,4.467249094812205,0.2050465334364934,0.26995548601858144,0.41793266249336375,0.09915323766768278,0.007839912021703546,7.216836217487889e-05,NSR,100m (7).mat
1.578983857244667e-17,0.9999999999709962,0.9999999999419924,4.619105081073678,25.969983526437574,0.9999999999709962,-1.6786190994659478,7.984828042746327,9.663447142212274,0.4908324069149334,-0.5979268227136433,-0.4740712568105517,0.11857985440930058,0.5343946478037801,0.5926511112198523,0.023055555555555555,0.9999999999419924,0.07761193204791658,12,72.0,0.8020202020202021,0.017127095916983005,0.7611111111111111,0.8277777777777777,0.021354943245178566,0.01759015577665286,0.0,6.85596184354772,0.49047922920653214,5.625,1.0054828421910955,0.13235559243137918,0.38095544302739975,0.3614078384228138,4.430340748366677,0.2470669136073511,0.2489380452463585,0.31947091497277064,0.1770372406342161,0.007418072177495725,6.881336180770662e-05,NSR,100m (8).mat
-8.881784197001253e-18,0.9999999999696122,0.9999999999392244,4.574669586228174,25.997785986065256,0.9999999999696122,-1.6718206660430497,8.243658367756236,9.915479033799286,0.49145385828023386,-0.6232068818079614,-0.46710077929197147,0.14968943089555883,0.551933636954468,0.6167902101875303,0.02277777777777778,0.9999999999392244,0.07883354732110219,12,72.0,0.7921717171717172,0.030424839357230365,0.7527777777777778,0.85,0.038406873988696535,0.0362177911400147,0.2,6.869153477360168,0.49647411077874753,5.625,0.9641840170582161,0.1295221806675539,0.35514652136260555,0.35399906502514455,4.439749336228345,0.18325416079515985,0.2512299944387447,0.4000848321394308,0.1573027103294388,0.008052953567485444,7.534872974013712e-05,NSR,100m (9).mat
